Number,Strata,Lag,AirPoll,Beta,StdError,P-Value
1,All,0,EAQHI,-0.079096,0.007993,7.62E-23
2,Female,0,EAQHI,-0.073372,0.008346,2.11E-18
3,Male,0,EAQHI,-0.084111,0.011712,8.10E-13
4,Warm All,0,EAQHI,-0.066627,0.017277,0.000116745
5,Warm Female,0,EAQHI,-0.061611,0.017333,0.000382871
6,Warm Male,0,EAQHI,-0.074145,0.020340,0.000270286
7,Cold All,0,EAQHI,-0.108967,0.031842,0.000627217
8,Cold Female,0,EAQHI,-0.101638,0.033201,0.002217628
9,Cold Male,0,EAQHI,-0.108978,0.038099,0.00425212
10,Age 0-10 All,0,EAQHI,-0.125007,0.015349,4.96E-16
11,Age 0-10 Female,0,EAQHI,-0.135267,0.021672,4.76E-10
12,Age 0-10 Male,0,EAQHI,-0.116557,0.020375,1.13E-08
13,Age 11-60 All,0,EAQHI,-0.061838,0.009155,1.63E-11
14,Age 11-60 Female,0,EAQHI,-0.060852,0.011370,9.16E-08
15,Age 11-60 Male,0,EAQHI,-0.063489,0.014286,9.05E-06
16,Age 60+All,0,EAQHI,-0.081522,0.022486,0.000291853
17,Age 60+ Female,0,EAQHI,-0.069254,0.027180,0.01086889
18,Age 60+ Male,0,EAQHI,-0.106271,0.039046,0.006522024
19,All,1,EAQHI,-0.062907,0.007967,3.64E-15
20,Female,1,EAQHI,-0.059068,0.008319,1.45E-12
21,Male,1,EAQHI,-0.059979,0.011639,2.67E-07
22,Warm All,1,EAQHI,-0.048476,0.017494,0.005613537
23,Warm Female,1,EAQHI,-0.047381,0.017651,0.007294701
24,Warm Male,1,EAQHI,-0.045186,0.020499,0.0275559
25,Cold All,1,EAQHI,-0.097367,0.025349,0.000124277
26,Cold Female,1,EAQHI,-0.088373,0.025488,0.00053102
27,Cold Male,1,EAQHI,-0.094490,0.029529,0.001384904
28,Age 0-10 All,1,EAQHI,-0.091807,0.015174,1.57E-09
29,Age 0-10 Female,1,EAQHI,-0.096611,0.021342,6.15E-06
30,Age 0-10 Male,1,EAQHI,-0.087777,0.020132,1.33E-05
31,Age 11-60 All,1,EAQHI,-0.048384,0.009125,1.20E-07
32,Age 11-60 Female,1,EAQHI,-0.051371,0.011334,5.99E-06
33,Age 11-60 Male,1,EAQHI,-0.043339,0.014191,0.002272645
34,Age 60+All,1,EAQHI,-0.088362,0.022562,9.13E-05
35,Age 60+ Female,1,EAQHI,-0.097198,0.027480,0.000408908
36,Age 60+ Male,1,EAQHI,-0.070705,0.038580,0.06691669
37,All,2,EAQHI,-0.039104,0.007913,8.04E-07
38,Female,2,EAQHI,-0.036497,0.008265,1.03E-05
39,Male,2,EAQHI,-0.043692,0.011554,0.000157965
40,Warm All,2,EAQHI,-0.016571,0.017213,0.33575161
41,Warm Female,2,EAQHI,-0.017629,0.017386,0.31065069
42,Warm Male,2,EAQHI,-0.020839,0.020201,0.302333
43,Cold All,2,EAQHI,-0.089443,0.025710,0.000508465
44,Cold Female,2,EAQHI,-0.080188,0.025982,0.002039682
45,Cold Male,2,EAQHI,-0.094035,0.031185,0.002581383
46,Age 0-10 All,2,EAQHI,-0.050786,0.014935,0.000678732
47,Age 0-10 Female,2,EAQHI,-0.044590,0.020888,0.03283945
48,Age 0-10 Male,2,EAQHI,-0.055988,0.019878,0.004874999
49,Age 11-60 All,2,EAQHI,-0.027906,0.009068,0.002101744
50,Age 11-60 Female,2,EAQHI,-0.024303,0.011243,0.03070396
51,Age 11-60 Male,2,EAQHI,-0.034017,0.014129,0.01609516
52,Age 60+All,2,EAQHI,-0.084842,0.022525,0.000167766
53,Age 60+ Female,2,EAQHI,-0.094746,0.027412,0.00055272
54,Age 60+ Male,2,EAQHI,-0.065028,0.038487,0.09117909
55,All,3,EAQHI,-0.027964,0.007882,0.000392773
56,Female,3,EAQHI,-0.029433,0.008242,0.000359405
57,Male,3,EAQHI,-0.018519,0.011444,0.10568522
58,Warm All,3,EAQHI,-0.006643,0.016882,0.693957753
59,Warm Female,3,EAQHI,-0.011621,0.017070,0.49601738
60,Warm Male,3,EAQHI,0.002064,0.019468,0.915568819
61,Cold All,3,EAQHI,-0.077150,0.025041,0.002076397
62,Cold Female,3,EAQHI,-0.071803,0.025346,0.004633994
63,Cold Male,3,EAQHI,-0.067110,0.027981,0.01651058
64,Age 0-10 All,3,EAQHI,-0.039311,0.014882,0.008284755
65,Age 0-10 Female,3,EAQHI,-0.064586,0.021050,0.002167131
66,Age 0-10 Male,3,EAQHI,-0.018624,0.019590,0.34181386
67,Age 11-60 All,3,EAQHI,-0.016164,0.009030,0.073505957
68,Age 11-60 Female,3,EAQHI,-0.020387,0.011221,0.06929722
69,Age 11-60 Male,3,EAQHI,-0.009050,0.013986,0.517610921
70,Age 60+All,3,EAQHI,-0.078691,0.022453,0.000461821
71,Age 60+ Female,3,EAQHI,-0.073130,0.027139,0.007074341
72,Age 60+ Male,3,EAQHI,-0.090046,0.038960,0.02086857
73,All,4,EAQHI,-0.025868,0.007873,0.001026014
74,Female,4,EAQHI,-0.025427,0.008227,0.002010405
75,Male,4,EAQHI,-0.021207,0.011450,0.064073
76,Warm All,4,EAQHI,-0.001431,0.016898,0.932503779
77,Warm Female,4,EAQHI,-0.002119,0.017198,0.901950953
78,Warm Male,4,EAQHI,-0.007627,0.019205,0.691292618
79,Cold All,4,EAQHI,-0.081488,0.024215,0.000771779
80,Cold Female,4,EAQHI,-0.078984,0.024648,0.001363075
81,Cold Male,4,EAQHI,-0.055413,0.027088,0.04084887
82,Age 0-10 All,4,EAQHI,-0.034908,0.014858,0.01884667
83,Age 0-10 Female,4,EAQHI,-0.042322,0.020899,0.04292017
84,Age 0-10 Male,4,EAQHI,-0.028721,0.019656,0.14405128
85,Age 11-60 All,4,EAQHI,-0.017338,0.009030,0.054934321
86,Age 11-60 Female,4,EAQHI,-0.021272,0.011228,0.05821479
87,Age 11-60 Male,4,EAQHI,-0.010726,0.013991,0.44333876
88,Age 60+All,4,EAQHI,-0.060079,0.022281,0.007034913
89,Age 60+ Female,4,EAQHI,-0.055652,0.026932,0.03884986
90,Age 60+ Male,4,EAQHI,-0.069000,0.038519,0.07330962
91,All,5,EAQHI,-0.023245,0.007870,0.003156055
92,Female,5,EAQHI,-0.021208,0.008227,0.009977829
93,Male,5,EAQHI,-0.018650,0.011434,0.10293418
94,Warm All,5,EAQHI,0.009419,0.016899,0.577300935
95,Warm Female,5,EAQHI,0.011091,0.017121,0.51714275
96,Warm Male,5,EAQHI,0.003881,0.019469,0.84198765
97,Cold All,5,EAQHI,-0.094442,0.024882,0.000149279
98,Cold Female,5,EAQHI,-0.092254,0.024997,0.000226469
99,Cold Male,5,EAQHI,-0.069610,0.028727,0.01542718
100,Age 0-10 All,5,EAQHI,-0.029401,0.014821,0.0473472
101,Age 0-10 Female,5,EAQHI,-0.021072,0.020730,0.30945078
102,Age 0-10 Male,5,EAQHI,-0.036372,0.019703,0.06495441
103,Age 11-60 All,5,EAQHI,-0.015423,0.009032,0.087773349
104,Age 11-60 Female,5,EAQHI,-0.023472,0.011238,0.03680443
105,Age 11-60 Male,5,EAQHI,-0.001943,0.013955,0.889258506
106,Age 60+All,5,EAQHI,-0.059960,0.022334,0.007287159
107,Age 60+ Female,5,EAQHI,-0.054335,0.026980,0.04408592
108,Age 60+ Male,5,EAQHI,-0.071241,0.038629,0.06522004
109,All,6,EAQHI,-0.041076,0.007932,2.34E-07
110,Female,6,EAQHI,-0.038843,0.008291,2.88E-06
111,Male,6,EAQHI,-0.031823,0.011486,0.005619174
112,Warm All,6,EAQHI,-0.009528,0.017782,0.592109708
113,Warm Female,6,EAQHI,-0.005120,0.017825,0.773965382
114,Warm Male,6,EAQHI,-0.012489,0.020430,0.54102127
115,Cold All,6,EAQHI,-0.109329,0.024511,8.39E-06
116,Cold Female,6,EAQHI,-0.111887,0.024688,6.00E-06
117,Cold Male,6,EAQHI,-0.077006,0.027826,0.005673858
118,Age 0-10 All,6,EAQHI,-0.062632,0.015018,3.10E-05
119,Age 0-10 Female,6,EAQHI,-0.071387,0.021167,0.000751534
120,Age 0-10 Male,6,EAQHI,-0.055443,0.019873,0.005296972
121,Age 11-60 All,6,EAQHI,-0.027405,0.009094,0.002596785
122,Age 11-60 Female,6,EAQHI,-0.034673,0.011332,0.002229212
123,Age 11-60 Male,6,EAQHI,-0.015237,0.013999,0.27644317
124,Age 60+All,6,EAQHI,-0.078500,0.022498,0.000489446
125,Age 60+ Female,6,EAQHI,-0.088327,0.027341,0.00124468
126,Age 60+ Male,6,EAQHI,-0.058898,0.038541,0.12653795
127,All,7,EAQHI,-0.067473,0.007985,3.95E-17
128,Female,7,EAQHI,-0.066888,0.008353,1.49E-15
129,Male,7,EAQHI,-0.040822,0.011533,0.000405036
130,Warm All,7,EAQHI,-0.039747,0.018266,0.02960919
131,Warm Female,7,EAQHI,-0.039716,0.018373,0.03070065
132,Warm Male,7,EAQHI,-0.021405,0.020677,0.30063449
133,Cold All,7,EAQHI,-0.126170,0.024792,3.75E-07
134,Cold Female,7,EAQHI,-0.124894,0.025210,7.55E-07
135,Cold Male,7,EAQHI,-0.084619,0.027721,0.002283454
136,Age 0-10 All,7,EAQHI,-0.096147,0.015206,2.83E-10
137,Age 0-10 Female,7,EAQHI,-0.126954,0.021621,4.64E-09
138,Age 0-10 Male,7,EAQHI,-0.071187,0.020032,0.000383977
139,Age 11-60 All,7,EAQHI,-0.054020,0.009178,4.26E-09
140,Age 11-60 Female,7,EAQHI,-0.072166,0.011477,3.55E-10
141,Age 11-60 Male,7,EAQHI,-0.024040,0.014067,0.08752846
142,Age 60+All,7,EAQHI,-0.085890,0.022522,0.000138916
143,Age 60+ Female,7,EAQHI,-0.108082,0.027517,8.71E-05
144,Age 60+ Male,7,EAQHI,-0.042379,0.038187,0.26715976
145,All,8,EAQHI,-0.060572,0.008001,4.53E-14
146,Female,8,EAQHI,-0.059420,0.008371,1.47E-12
147,Male,8,EAQHI,-0.044074,0.011585,0.000144051
148,Warm All,8,EAQHI,-0.036966,0.018174,0.04201744
149,Warm Female,8,EAQHI,-0.036444,0.018386,0.04753154
150,Warm Male,8,EAQHI,-0.027631,0.020425,0.17618948
151,Cold All,8,EAQHI,-0.109715,0.024221,6.07E-06
152,Cold Female,8,EAQHI,-0.107709,0.024492,1.12E-05
153,Cold Male,8,EAQHI,-0.080002,0.028090,0.004420085
154,Age 0-10 All,8,EAQHI,-0.082386,0.015138,5.56E-08
155,Age 0-10 Female,8,EAQHI,-0.100022,0.021402,3.05E-06
156,Age 0-10 Male,8,EAQHI,-0.067928,0.020017,0.000696472
157,Age 11-60 All,8,EAQHI,-0.052170,0.009205,1.55E-08
158,Age 11-60 Female,8,EAQHI,-0.065977,0.011483,9.78E-09
159,Age 11-60 Male,8,EAQHI,-0.029245,0.014133,0.03858579
160,Age 60+All,8,EAQHI,-0.062061,0.022346,0.005505717
161,Age 60+ Female,8,EAQHI,-0.064482,0.027120,0.01746635
162,Age 60+ Male,8,EAQHI,-0.057184,0.038427,0.13679726
163,All,9,EAQHI,-0.044171,0.007965,3.10E-08
164,Female,9,EAQHI,-0.041275,0.008321,7.31E-07
165,Male,9,EAQHI,-0.034155,0.011543,0.003103265
166,Warm All,9,EAQHI,-0.017567,0.017970,0.32833677
167,Warm Female,9,EAQHI,-0.016875,0.018100,0.35120958
168,Warm Male,9,EAQHI,-0.011568,0.020229,0.56743448
169,Cold All,9,EAQHI,-0.099120,0.024363,4.82E-05
170,Cold Female,9,EAQHI,-0.092580,0.024549,0.000164625
171,Cold Male,9,EAQHI,-0.082704,0.028047,0.003207649
172,Age 0-10 All,9,EAQHI,-0.073576,0.015090,1.12E-06
173,Age 0-10 Female,9,EAQHI,-0.086690,0.021312,4.83E-05
174,Age 0-10 Male,9,EAQHI,-0.062781,0.019937,0.001649498
175,Age 11-60 All,9,EAQHI,-0.036720,0.009138,5.96E-05
176,Age 11-60 Female,9,EAQHI,-0.045831,0.011369,5.65E-05
177,Age 11-60 Male,9,EAQHI,-0.021475,0.014102,0.12787622
178,Age 60+All,9,EAQHI,-0.021328,0.021988,0.33209469
179,Age 60+ Female,9,EAQHI,-0.025869,0.026734,0.33329402
180,Age 60+ Male,9,EAQHI,-0.012286,0.037619,0.74398611
181,All,10,EAQHI,-0.032605,0.007921,3.92E-05
182,Female,10,EAQHI,-0.029525,0.008269,0.000359969
183,Male,10,EAQHI,-0.023780,0.011490,0.03854437
184,Warm All,10,EAQHI,-0.004774,0.017893,0.789623065
185,Warm Female,10,EAQHI,-0.001912,0.018026,0.915521332
186,Warm Male,10,EAQHI,-0.002638,0.020290,0.896572055
187,Cold All,10,EAQHI,-0.089773,0.024562,0.000260286
188,Cold Female,10,EAQHI,-0.086542,0.025023,0.000548546
189,Cold Male,10,EAQHI,-0.069849,0.026765,0.009092352
190,Age 0-10 All,10,EAQHI,-0.054851,0.014998,0.000258006
191,Age 0-10 Female,10,EAQHI,-0.057719,0.021053,0.006138361
192,Age 0-10 Male,10,EAQHI,-0.052474,0.019874,0.008312153
193,Age 11-60 All,10,EAQHI,-0.023566,0.009079,0.009469677
194,Age 11-60 Female,10,EAQHI,-0.031624,0.011299,0.005153691
195,Age 11-60 Male,10,EAQHI,-0.010057,0.014011,0.47289089
196,Age 60+All,10,EAQHI,-0.037286,0.022107,0.09174321
197,Age 60+ Female,10,EAQHI,-0.051375,0.026955,0.05672075
198,Age 60+ Male,10,EAQHI,-0.009171,0.037677,0.807690938
199,All,11,EAQHI,-0.025379,0.007899,0.001323143
200,Female,11,EAQHI,-0.020042,0.008242,0.015066239
201,Male,11,EAQHI,-0.022158,0.011491,0.05387561
202,Warm All,11,EAQHI,0.009087,0.018091,0.61549715
203,Warm Female,11,EAQHI,0.012657,0.018181,0.48635789
