Number,Strata,Lag,AirPoll,Beta,StdError,P-Value
1036,Age 0-10 All,12,ENO2,-0.007256,0.001799,5.59E-05
1037,Age 0-10 Female,12,ENO2,-0.007604,0.002531,0.002672826
1038,Age 0-10 Male,12,ENO2,-0.006967,0.002388,0.003542566
1039,Age 11-60 All,12,ENO2,-0.002097,0.001106,0.057875781
1040,Age 11-60 Female,12,ENO2,-0.002587,0.001372,0.059464597
1041,Age 11-60 Male,12,ENO2,-0.001274,0.001711,0.456628179
1042,Age 60+All,12,ENO2,-0.008688,0.002747,0.001575632
1043,Age 60+ Female,12,ENO2,-0.006751,0.003322,0.042187178
1044,Age 60+ Male,12,ENO2,-0.012594,0.004754,0.008095427
1045,All,13,ENO2,-0.007572,0.000969,6.78E-15
1046,Female,13,ENO2,-0.007280,0.001015,8.44E-13
1047,Male,13,ENO2,-0.007723,0.001411,4.70E-08
1048,Warm All,13,ENO2,-0.021828,0.002682,5.20E-16
1049,Warm Female,13,ENO2,-0.021419,0.002720,4.27E-15
1050,Warm Male,13,ENO2,-0.022446,0.003069,3.07E-13
1051,Cold All,13,ENO2,0.001135,0.002398,0.635909455
1052,Cold Female,13,ENO2,0.001489,0.002471,0.546898842
1053,Cold Male,13,ENO2,0.001152,0.002734,0.673500157
1054,Age 0-10 All,13,ENO2,-0.009595,0.001812,1.24E-07
1055,Age 0-10 Female,13,ENO2,-0.009804,0.002545,0.000119024
1056,Age 0-10 Male,13,ENO2,-0.009420,0.002405,9.10E-05
1057,Age 11-60 All,13,ENO2,-0.006354,0.001115,1.30E-08
1058,Age 11-60 Female,13,ENO2,-0.006604,0.001384,1.87E-06
1059,Age 11-60 Male,13,ENO2,-0.005928,0.001733,0.000631311
1060,Age 60+All,13,ENO2,-0.010532,0.002762,0.000138865
1061,Age 60+ Female,13,ENO2,-0.008800,0.003341,0.008460887
1062,Age 60+ Male,13,ENO2,-0.013992,0.004779,0.00342808
1063,All,14,ENO2,-0.012777,0.000970,7.40E-39
1064,Female,14,ENO2,-0.012474,0.001019,6.82E-34
1065,Male,14,ENO2,-0.011207,0.001419,3.54E-15
1066,Warm All,14,ENO2,-0.028159,0.002680,1.64E-25
1067,Warm Female,14,ENO2,-0.027756,0.002715,3.01E-24
1068,Warm Male,14,ENO2,-0.025594,0.003091,1.62E-16
1069,Cold All,14,ENO2,-0.003352,0.002421,0.166218802
1070,Cold Female,14,ENO2,-0.002965,0.002463,0.228635701
1071,Cold Male,14,ENO2,-0.002706,0.002753,0.325665148
1072,Age 0-10 All,14,ENO2,-0.016989,0.001831,2.69E-20
1073,Age 0-10 Female,14,ENO2,-0.019805,0.002598,3.06E-14
1074,Age 0-10 Male,14,ENO2,-0.014677,0.002431,1.70E-09
1075,Age 11-60 All,14,ENO2,-0.010584,0.001125,7.87E-21
1076,Age 11-60 Female,14,ENO2,-0.011826,0.001401,4.32E-17
1077,Age 11-60 Male,14,ENO2,-0.008510,0.001746,1.13E-06
1078,Age 60+All,14,ENO2,-0.016671,0.002802,2.90E-09
1079,Age 60+ Female,14,ENO2,-0.016603,0.003406,1.13E-06
1080,Age 60+ Male,14,ENO2,-0.016811,0.004819,0.000489892
1081,All,0,EO3,0.003287,0.000855,0.000122891
1082,Female,0,EO3,0.003423,0.000893,0.00012892
1083,Male,0,EO3,0.003575,0.001243,0.00405032
1084,Warm All,0,EO3,0.024100,0.001767,1.68E-41
1085,Warm Female,0,EO3,0.023947,0.001776,1.32E-40
1086,Warm Male,0,EO3,0.023487,0.002105,1.58E-28
1087,Cold All,0,EO3,-0.024928,0.002989,9.91E-17
1088,Cold Female,0,EO3,-0.024753,0.003124,2.93E-15
1089,Cold Male,0,EO3,-0.022724,0.003571,2.17E-10
1090,Age 0-10 All,0,EO3,0.003982,0.001596,0.012621867
1091,Age 0-10 Female,0,EO3,0.005837,0.002230,0.008890895
1092,Age 0-10 Male,0,EO3,0.002433,0.002122,0.251790088
1093,Age 11-60 All,0,EO3,0.002773,0.000984,0.004850644
1094,Age 11-60 Female,0,EO3,0.001875,0.001222,0.125077057
1095,Age 11-60 Male,0,EO3,0.004288,0.001526,0.004993446
1096,Age 60+All,0,EO3,0.004961,0.002378,0.03702095
1097,Age 60+ Female,0,EO3,0.005874,0.002886,0.041922366
1098,Age 60+ Male,0,EO3,0.003131,0.004088,0.443766825
1099,All,1,EO3,0.000183,0.000859,0.831224094
1100,Female,1,EO3,0.000073,0.000898,0.9351097
1101,Male,1,EO3,0.000201,0.001250,0.872143163
1102,Warm All,1,EO3,0.022157,0.001828,2.91E-33
1103,Warm Female,1,EO3,0.021729,0.001844,1.50E-31
1104,Warm Male,1,EO3,0.022277,0.002162,1.30E-24
1105,Cold All,1,EO3,-0.029597,0.002464,1.04E-32
1106,Cold Female,1,EO3,-0.029678,0.002491,3.20E-32
1107,Cold Male,1,EO3,-0.028932,0.002873,1.35E-23
1108,Age 0-10 All,1,EO3,0.000888,0.001601,0.578986581
1109,Age 0-10 Female,1,EO3,0.000870,0.002241,0.697817514
1110,Age 0-10 Male,1,EO3,0.000908,0.002125,0.669129742
1111,Age 11-60 All,1,EO3,-0.000148,0.000989,0.880689174
1112,Age 11-60 Female,1,EO3,-0.000289,0.001227,0.813920433
1113,Age 11-60 Male,1,EO3,0.000088,0.001536,0.954062
1114,Age 60+All,1,EO3,0.000595,0.002395,0.80380701
1115,Age 60+ Female,1,EO3,0.001782,0.002907,0.539917761
1116,Age 60+ Male,1,EO3,-0.001759,0.004120,0.669380799
1117,All,2,EO3,-0.001357,0.000860,0.114628899
1118,Female,2,EO3,-0.001075,0.000899,0.231968411
1119,Male,2,EO3,-0.000789,0.001250,0.527940475
1120,Warm All,2,EO3,0.020069,0.001836,1.86E-27
1121,Warm Female,2,EO3,0.020095,0.001851,4.13E-27
1122,Warm Male,2,EO3,0.020057,0.002168,3.40E-20
1123,Cold All,2,EO3,-0.029473,0.002496,1.11E-31
1124,Cold Female,2,EO3,-0.029271,0.002533,1.97E-30
1125,Cold Male,2,EO3,-0.027691,0.002994,3.52E-20
1126,Age 0-10 All,2,EO3,-0.003693,0.001611,0.021951046
1127,Age 0-10 Female,2,EO3,-0.004353,0.002261,0.054274089
1128,Age 0-10 Male,2,EO3,-0.003144,0.002137,0.141285628
1129,Age 11-60 All,2,EO3,-0.000540,0.000989,0.585025215
1130,Age 11-60 Female,2,EO3,-0.001240,0.001229,0.312775471
1131,Age 11-60 Male,2,EO3,0.000640,0.001533,0.676342801
1132,Age 60+All,2,EO3,-0.000836,0.002401,0.727545164
1133,Age 60+ Female,2,EO3,-0.000478,0.002914,0.869582132
1134,Age 60+ Male,2,EO3,-0.001551,0.004121,0.70661226
1135,All,3,EO3,-0.002962,0.000861,0.000586741
1136,Female,3,EO3,-0.002825,0.000901,0.001717479
1137,Male,3,EO3,-0.001885,0.001253,0.132464225
1138,Warm All,3,EO3,0.019892,0.001803,6.40E-28
1139,Warm Female,3,EO3,0.019675,0.001821,7.49E-27
1140,Warm Male,3,EO3,0.020264,0.002106,1.05E-21
1141,Cold All,3,EO3,-0.033254,0.002474,2.23E-40
1142,Cold Female,3,EO3,-0.033030,0.002509,7.96E-39
1143,Cold Male,3,EO3,-0.030741,0.002795,9.20E-28
1144,Age 0-10 All,3,EO3,-0.004341,0.001613,0.007140943
1145,Age 0-10 Female,3,EO3,-0.004940,0.002261,0.028959049
1146,Age 0-10 Male,3,EO3,-0.003838,0.002139,0.072856393
1147,Age 11-60 All,3,EO3,-0.002242,0.000991,0.02374443
1148,Age 11-60 Female,3,EO3,-0.003392,0.001230,0.005863406
1149,Age 11-60 Male,3,EO3,-0.000303,0.001538,0.843631409
1150,Age 60+All,3,EO3,-0.004211,0.002412,0.080915129
1151,Age 60+ Female,3,EO3,-0.003557,0.002925,0.223983312
1152,Age 60+ Male,3,EO3,-0.005527,0.004150,0.182942591
1153,All,4,EO3,-0.001960,0.000860,0.022676521
1154,Female,4,EO3,-0.001844,0.000899,0.040273797
1155,Male,4,EO3,-0.002140,0.001253,0.087622071
1156,Warm All,4,EO3,0.021898,0.001796,1.22E-33
1157,Warm Female,4,EO3,0.021714,0.001828,5.05E-32
1158,Warm Male,4,EO3,0.020941,0.002061,5.42E-24
1159,Cold All,4,EO3,-0.033921,0.002415,7.55E-44
1160,Cold Female,4,EO3,-0.033800,0.002460,4.61E-42
1161,Cold Male,4,EO3,-0.032386,0.002760,2.58E-31
1162,Age 0-10 All,4,EO3,-0.001986,0.001609,0.216987797
1163,Age 0-10 Female,4,EO3,-0.001144,0.002250,0.611311031
1164,Age 0-10 Male,4,EO3,-0.002685,0.002137,0.20900335
1165,Age 11-60 All,4,EO3,-0.001586,0.000990,0.109128678
1166,Age 11-60 Female,4,EO3,-0.001834,0.001229,0.135500986
1167,Age 11-60 Male,4,EO3,-0.001167,0.001538,0.447823724
1168,Age 60+All,4,EO3,-0.004314,0.002409,0.073454783
1169,Age 60+ Female,4,EO3,-0.002956,0.002914,0.310558563
1170,Age 60+ Male,4,EO3,-0.007073,0.004156,0.088862354
1171,All,5,EO3,-0.000561,0.000858,0.513724927
1172,Female,5,EO3,-0.000364,0.000898,0.6855621
1173,Male,5,EO3,-0.000602,0.001249,0.629743857
1174,Warm All,5,EO3,0.024470,0.001779,3.75E-42
1175,Warm Female,5,EO3,0.024372,0.001804,9.48E-41
1176,Warm Male,5,EO3,0.024730,0.002056,8.50E-33
1177,Cold All,5,EO3,-0.034260,0.002469,7.57E-43
1178,Cold Female,5,EO3,-0.034109,0.002490,7.60E-42
1179,Cold Male,5,EO3,-0.034156,0.002893,1.11E-31
1180,Age 0-10 All,5,EO3,-0.000530,0.001606,0.741403402
1181,Age 0-10 Female,5,EO3,0.000983,0.002246,0.661592122
1182,Age 0-10 Male,5,EO3,-0.001800,0.002134,0.399106896
1183,Age 11-60 All,5,EO3,-0.000678,0.000989,0.493265397
1184,Age 11-60 Female,5,EO3,-0.001031,0.001227,0.400780785
1185,Age 11-60 Male,5,EO3,-0.000081,0.001535,0.9578954
1186,Age 60+All,5,EO3,0.000180,0.002398,0.940223006
1187,Age 60+ Female,5,EO3,-0.000009,0.002905,0.99761
1188,Age 60+ Male,5,EO3,0.000542,0.004122,0.895389116
1189,All,6,EO3,0.001575,0.000857,0.066112949
1190,Female,6,EO3,0.001685,0.000896,0.060201327
1191,Male,6,EO3,0.002507,0.001240,0.04320433
1192,Warm All,6,EO3,0.026111,0.001847,2.30E-44
1193,Warm Female,6,EO3,0.026043,0.001855,8.46E-44
1194,Warm Male,6,EO3,0.026891,0.002122,3.62E-36
1195,Cold All,6,EO3,-0.031289,0.002435,4.06E-37
1196,Cold Female,6,EO3,-0.031349,0.002454,1.02E-36
1197,Cold Male,6,EO3,-0.029807,0.002826,1.08E-25
1198,Age 0-10 All,6,EO3,0.002062,0.001601,0.197643515
1199,Age 0-10 Female,6,EO3,0.003416,0.002238,0.126904504
1200,Age 0-10 Male,6,EO3,0.000921,0.002125,0.664943238
1201,Age 11-60 All,6,EO3,0.001748,0.000987,0.07651822
1202,Age 11-60 Female,6,EO3,0.000844,0.001228,0.491547
1203,Age 11-60 Male,6,EO3,0.003273,0.001521,0.031470844
1204,Age 60+All,6,EO3,-0.000718,0.002402,0.764913194
1205,Age 60+ Female,6,EO3,-0.002941,0.002927,0.315065111
1206,Age 60+ Male,6,EO3,0.003635,0.004089,0.374110836
1207,All,7,EO3,0.003323,0.000854,0.000101409
1208,Female,7,EO3,0.002981,0.000894,0.00086504
1209,Male,7,EO3,0.004306,0.001235,0.000494837
1210,Warm All,7,EO3,0.027936,0.001859,8.60E-50
1211,Warm Female,7,EO3,0.027163,0.001877,2.36E-46
1212,Warm Male,7,EO3,0.029342,0.002118,9.90E-43
1213,Cold All,7,EO3,-0.029580,0.002439,2.61E-33
1214,Cold Female,7,EO3,-0.029631,0.002485,2.82E-32
1215,Cold Male,7,EO3,-0.028804,0.002798,1.45E-24
1216,Age 0-10 All,7,EO3,0.004467,0.001593,0.005074641
1217,Age 0-10 Female,7,EO3,0.003203,0.002237,0.152382847
1218,Age 0-10 Male,7,EO3,0.005513,0.002112,0.009077154
1219,Age 11-60 All,7,EO3,0.003013,0.000985,0.002237904
1220,Age 11-60 Female,7,EO3,0.002491,0.001226,0.042138096
1221,Age 11-60 Male,7,EO3,0.003892,0.001521,0.01055309
1222,Age 60+All,7,EO3,0.002538,0.002385,0.287333952
1223,Age 60+ Female,7,EO3,0.002545,0.002897,0.37970118
1224,Age 60+ Male,7,EO3,0.002527,0.004086,0.536354774
1225,All,8,EO3,0.001215,0.000860,0.158016682
1226,Female,8,EO3,0.001362,0.000900,0.13043237
1227,Male,8,EO3,0.001174,0.001246,0.34599642
1228,Warm All,8,EO3,0.026780,0.001871,1.94E-45
1229,Warm Female,8,EO3,0.026621,0.001895,7.65E-44
1230,Warm Male,8,EO3,0.026611,0.002118,1.42E-35
1231,Cold All,8,EO3,-0.032910,0.002421,3.17E-41
1232,Cold Female,8,EO3,-0.032730,0.002451,7.14E-40
1233,Cold Male,8,EO3,-0.032213,0.002851,3.46E-29
1234,Age 0-10 All,8,EO3,0.000092,0.001605,0.9542813
1235,Age 0-10 Female,8,EO3,-0.000172,0.002251,0.939164204
1236,Age 0-10 Male,8,EO3,0.000308,0.002129,0.884868777
1237,Age 11-60 All,8,EO3,0.001567,0.000991,0.11379625
1238,Age 11-60 Female,8,EO3,0.001255,0.001229,0.307437518
1239,Age 11-60 Male,8,EO3,0.002092,0.001530,0.171554793
1240,Age 60+All,8,EO3,0.001772,0.002392,0.45902392
1241,Age 60+ Female,8,EO3,0.003610,0.002898,0.213007373
1242,Age 60+ Male,8,EO3,-0.001896,0.004121,0.645589756
1243,All,9,EO3,-0.002265,0.000864,0.008779654
1244,Female,9,EO3,-0.001937,0.000903,0.032044847
1245,Male,9,EO3,-0.002996,0.001255,0.016991801
1246,Warm All,9,EO3,0.023272,0.001902,7.09E-34
1247,Warm Female,9,EO3,0.023197,0.001919,4.14E-33
1248,Warm Male,9,EO3,0.022967,0.002151,2.80E-26
1249,Cold All,9,EO3,-0.035927,0.002437,5.13E-48
1250,Cold Female,9,EO3,-0.035412,0.002472,1.76E-45
1251,Cold Male,9,EO3,-0.037164,0.002811,3.87E-39
1252,Age 0-10 All,9,EO3,-0.003615,0.001613,0.025105537
1253,Age 0-10 Female,9,EO3,-0.002774,0.002257,0.219124438
1254,Age 0-10 Male,9,EO3,-0.004315,0.002142,0.044014667
1255,Age 11-60 All,9,EO3,-0.000993,0.000993,0.317505107
1256,Age 11-60 Female,9,EO3,-0.000993,0.001231,0.419801568
1257,Age 11-60 Male,9,EO3,-0.000992,0.001540,0.519350736
1258,Age 60+All,9,EO3,-0.007192,0.002419,0.002970654
1259,Age 60+ Female,9,EO3,-0.004705,0.002932,0.108652743
1260,Age 60+ Male,9,EO3,-0.012193,0.004171,0.003481895
1261,All,10,EO3,-0.002344,0.000862,0.006594414
1262,Female,10,EO3,-0.001575,0.000901,0.080479826
1263,Male,10,EO3,-0.002596,0.001255,0.038650203
1264,Warm All,10,EO3,0.024599,0.001888,4.43E-38
1265,Warm Female,10,EO3,0.024947,0.001899,1.17E-38
1266,Warm Male,10,EO3,0.024564,0.002165,2.01E-29
1267,Cold All,10,EO3,-0.038162,0.002469,1.73E-52
1268,Cold Female,10,EO3,-0.037218,0.002519,3.37E-48
1269,Cold Male,10,EO3,-0.038645,0.002735,2.41E-44
1270,Age 0-10 All,10,EO3,-0.004491,0.001615,0.005462349
1271,Age 0-10 Female,10,EO3,-0.001243,0.002249,0.58056118
1272,Age 0-10 Male,10,EO3,-0.007232,0.002153,0.000789847
1273,Age 11-60 All,10,EO3,-0.001216,0.000991,0.220263201
1274,Age 11-60 Female,10,EO3,-0.002142,0.001231,0.081875962
1275,Age 11-60 Male,10,EO3,0.000351,0.001536,0.819445753
1276,Age 60+All,10,EO3,-0.004314,0.002409,0.073379875
1277,Age 60+ Female,10,EO3,-0.003886,0.002924,0.183948758
1278,Age 60+ Male,10,EO3,-0.005155,0.004145,0.213772435
1279,All,11,EO3,-0.000784,0.000861,0.362562047
1280,Female,11,EO3,-0.000394,0.000900,0.661198846
1281,Male,11,EO3,-0.001674,0.001254,0.181892895
1282,Warm All,11,EO3,0.026494,0.001910,7.93E-43
1283,Warm Female,11,EO3,0.026456,0.001923,3.69E-42
1284,Warm Male,11,EO3,0.026428,0.002215,2.70E-32
1285,Cold All,11,EO3,-0.037614,0.002539,1.90E-48
1286,Cold Female,11,EO3,-0.037108,0.002585,1.15E-45
1287,Cold Male,11,EO3,-0.039512,0.002866,2.37E-42
1288,Age 0-10 All,11,EO3,-0.000980,0.001608,0.542085148
1289,Age 0-10 Female,11,EO3,0.001716,0.002243,0.444416327
1290,Age 0-10 Male,11,EO3,-0.003252,0.002142,0.128953821
1291,Age 11-60 All,11,EO3,-0.000513,0.000990,0.604749313
1292,Age 11-60 Female,11,EO3,-0.000664,0.001227,0.588658659
1293,Age 11-60 Male,11,EO3,-0.000253,0.001539,0.869452244
1294,Age 60+All,11,EO3,-0.002055,0.002406,0.393017931
1295,Age 60+ Female,11,EO3,-0.000342,0.002915,0.906585628
1296,Age 60+ Male,11,EO3,-0.005507,0.004142,0.183733544
1297,All,12,EO3,0.000232,0.000861,0.787784014
1298,Female,12,EO3,0.000496,0.000900,0.581644171
1299,Male,12,EO3,-0.000586,0.001253,0.639872326
1300,Warm All,12,EO3,0.028440,0.001899,1.89E-49
1301,Warm Female,12,EO3,0.028239,0.001924,1.32E-47
1302,Warm Male,12,EO3,0.027857,0.002187,1.72E-36
1303,Cold All,12,EO3,-0.038346,0.002499,8.69E-52
1304,Cold Female,12,EO3,-0.037896,0.002569,4.61E-48
1305,Cold Male,12,EO3,-0.039146,0.002783,5.70E-44
1306,Age 0-10 All,12,EO3,-0.000854,0.001605,0.594912622
1307,Age 0-10 Female,12,EO3,-0.000154,0.002248,0.945224145
1308,Age 0-10 Male,12,EO3,-0.001437,0.002134,0.500658421
1309,Age 11-60 All,12,EO3,0.000493,0.000991,0.618781768
1310,Age 11-60 Female,12,EO3,0.001040,0.001226,0.396465363
1311,Age 11-60 Male,12,EO3,-0.000433,0.001541,0.778586079
1312,Age 60+All,12,EO3,0.001220,0.002396,0.610537679
1313,Age 60+ Female,12,EO3,0.000901,0.002906,0.7565301
1314,Age 60+ Male,12,EO3,0.001865,0.004116,0.65044211
1315,All,13,EO3,0.001768,0.000859,0.039687069
1316,Female,13,EO3,0.001979,0.000898,0.027611123
1317,Male,13,EO3,0.001551,0.001250,0.214665853
1318,Warm All,13,EO3,0.030740,0.001880,2.33E-58
1319,Warm Female,13,EO3,0.030571,0.001909,4.19E-56
1320,Warm Male,13,EO3,0.030152,0.002161,2.79E-43
1321,Cold All,13,EO3,-0.038223,0.002571,8.70E-49
1322,Cold Female,13,EO3,-0.038001,0.002658,2.55E-45
1323,Cold Male,13,EO3,-0.037210,0.002926,2.18E-36
1324,Age 0-10 All,13,EO3,0.001371,0.001602,0.392333792
1325,Age 0-10 Female,13,EO3,0.002468,0.002243,0.271105553
1326,Age 0-10 Male,13,EO3,0.000454,0.002129,0.830950462
1327,Age 11-60 All,13,EO3,0.002101,0.000987,0.033359685
1328,Age 11-60 Female,13,EO3,0.001845,0.001222,0.131249394
1329,Age 11-60 Male,13,EO3,0.002533,0.001533,0.098540523
1330,Age 60+All,13,EO3,0.000630,0.002400,0.792970097
1331,Age 60+ Female,13,EO3,0.001464,0.002904,0.614110159
1332,Age 60+ Male,13,EO3,-0.001027,0.004138,0.80407733
1333,All,14,EO3,0.003350,0.000856,9.34E-05
1334,Female,14,EO3,0.003884,0.000895,1.47E-05
1335,Male,14,EO3,0.002485,0.001246,0.046230387
1336,Warm All,14,EO3,0.031920,0.001851,1.73E-64
1337,Warm Female,14,EO3,0.031934,0.001875,5.35E-63
1338,Warm Male,14,EO3,0.030982,0.002150,5.37E-46
1339,Cold All,14,EO3,-0.035858,0.002534,1.89E-44
1340,Cold Female,14,EO3,-0.035089,0.002582,3.30E-41
1341,Cold Male,14,EO3,-0.036012,0.002893,5.67E-35
1342,Age 0-10 All,14,EO3,0.002858,0.001596,0.073455475
1343,Age 0-10 Female,14,EO3,0.006343,0.002228,0.004436002
1344,Age 0-10 Male,14,EO3,-0.000052,0.002128,0.9804244
1345,Age 11-60 All,14,EO3,0.003709,0.000986,0.00017054
1346,Age 11-60 Female,14,EO3,0.003385,0.001222,0.005635387
1347,Age 11-60 Male,14,EO3,0.004256,0.001529,0.005382007
1348,Age 60+All,14,EO3,0.002255,0.002391,0.345608567
1349,Age 60+ Female,14,EO3,0.003419,0.002894,0.237461327
1350,Age 60+ Male,14,EO3,-0.000070,0.004124,0.9865259
1351,All,0,EO3H8,-0.002146,0.000596,0.000321271
1352,Female,0,EO3H8,-0.001547,0.000621,0.012766418
1353,Male,0,EO3H8,-0.002610,0.000869,0.00267822
1354,Warm All,0,EO3H8,0.005922,0.001173,4.60E-07
1355,Warm Female,0,EO3H8,0.006295,0.001175,8.87E-08
1356,Warm Male,0,EO3H8,0.005017,0.001388,0.000305512
1357,Cold All,0,EO3H8,-0.025256,0.002741,4.77E-20
1358,Cold Female,0,EO3H8,-0.024304,0.002862,2.73E-17
1359,Cold Male,0,EO3H8,-0.023837,0.003266,3.43E-13
1360,Age 0-10 All,0,EO3H8,-0.005126,0.001133,6.26E-06
1361,Age 0-10 Female,0,EO3H8,-0.003976,0.001585,0.012149685
1362,Age 0-10 Male,0,EO3H8,-0.006087,0.001506,5.41E-05
1363,Age 11-60 All,0,EO3H8,-0.001185,0.000681,0.082186027
1364,Age 11-60 Female,0,EO3H8,-0.001511,0.000845,0.07377742
1365,Age 11-60 Male,0,EO3H8,-0.000631,0.001059,0.551199658
1366,Age 60+All,0,EO3H8,-0.001247,0.001646,0.448609939
1367,Age 60+ Female,0,EO3H8,-0.000205,0.001994,0.918155901
1368,Age 60+ Male,0,EO3H8,-0.003332,0.002838,0.240496302
1369,All,1,EO3H8,-0.002215,0.000595,0.000200162
1370,Female,1,EO3H8,-0.002020,0.000621,0.001143827
1371,Male,1,EO3H8,-0.002057,0.000867,0.01777907
1372,Warm All,1,EO3H8,0.006363,0.001195,1.07E-07
1373,Warm Female,1,EO3H8,0.006471,0.001203,7.92E-08
1374,Warm Male,1,EO3H8,0.006057,0.001407,1.71E-05
1375,Cold All,1,EO3H8,-0.026767,0.002261,7.56E-32
1376,Cold Female,1,EO3H8,-0.026709,0.002275,2.44E-31
1377,Cold Male,1,EO3H8,-0.024547,0.002638,2.08E-20
1378,Age 0-10 All,1,EO3H8,-0.003696,0.001127,0.001052485
1379,Age 0-10 Female,1,EO3H8,-0.003957,0.001577,0.012152188
1380,Age 0-10 Male,1,EO3H8,-0.003472,0.001498,0.020483996
1381,Age 11-60 All,1,EO3H8,-0.001565,0.000681,0.021729611
1382,Age 11-60 Female,1,EO3H8,-0.001889,0.000846,0.025570619
1383,Age 11-60 Male,1,EO3H8,-0.001018,0.001058,0.335851696
1384,Age 60+All,1,EO3H8,-0.002863,0.001654,0.083495416
1385,Age 60+ Female,1,EO3H8,-0.002314,0.002005,0.248573652
1386,Age 60+ Male,1,EO3H8,-0.003943,0.002848,0.166310556
1387,All,2,EO3H8,-0.002133,0.000594,0.000332408
1388,Female,2,EO3H8,-0.002079,0.000620,0.000806324
1389,Male,2,EO3H8,-0.001833,0.000865,0.034220656
1390,Warm All,2,EO3H8,0.006567,0.001185,3.20E-08
1391,Warm Female,2,EO3H8,0.006485,0.001196,6.18E-08
1392,Warm Male,2,EO3H8,0.006258,0.001395,7.48E-06
1393,Cold All,2,EO3H8,-0.026354,0.002302,6.49E-30
1394,Cold Female,2,EO3H8,-0.026244,0.002326,4.02E-29
1395,Cold Male,2,EO3H8,-0.023995,0.002749,3.66E-18
1396,Age 0-10 All,2,EO3H8,-0.003764,0.001125,0.000827696
1397,Age 0-10 Female,2,EO3H8,-0.005315,0.001581,0.000780541
1398,Age 0-10 Male,2,EO3H8,-0.002477,0.001492,0.096884365
1399,Age 11-60 All,2,EO3H8,-0.001137,0.000681,0.094952589
1400,Age 11-60 Female,2,EO3H8,-0.001078,0.000845,0.202110747
1401,Age 11-60 Male,2,EO3H8,-0.001235,0.001057,0.24257089
1402,Age 60+All,2,EO3H8,-0.004680,0.001658,0.004791643
1403,Age 60+ Female,2,EO3H8,-0.005234,0.002014,0.00939029
1404,Age 60+ Male,2,EO3H8,-0.003569,0.002848,0.210162734
1405,All,3,EO3H8,-0.001796,0.000594,0.00250128
1406,Female,3,EO3H8,-0.001761,0.000620,0.004511754
1407,Male,3,EO3H8,-0.000860,0.000864,0.319708285
1408,Warm All,3,EO3H8,0.007703,0.001158,3.24E-11
1409,Warm Female,3,EO3H8,0.007474,0.001169,1.80E-10
1410,Warm Male,3,EO3H8,0.008160,0.001344,1.39E-09
1411,Cold All,3,EO3H8,-0.028173,0.002272,1.03E-34
1412,Cold Female,3,EO3H8,-0.027708,0.002293,4.46E-33
1413,Cold Male,3,EO3H8,-0.025539,0.002525,8.93E-24
1414,Age 0-10 All,3,EO3H8,-0.003225,0.001124,0.004144059
1415,Age 0-10 Female,3,EO3H8,-0.004675,0.001579,0.003087998
1416,Age 0-10 Male,3,EO3H8,-0.002020,0.001489,0.174954022
1417,Age 11-60 All,3,EO3H8,-0.000919,0.000681,0.177066975
1418,Age 11-60 Female,3,EO3H8,-0.001661,0.000845,0.049483455
1419,Age 11-60 Male,3,EO3H8,0.000332,0.001055,0.752939124
1420,Age 60+All,3,EO3H8,-0.004053,0.001656,0.014421465
1421,Age 60+ Female,3,EO3H8,-0.003579,0.002001,0.073708139
1422,Age 60+ Male,3,EO3H8,-0.005023,0.002873,0.080431793
1423,All,4,EO3H8,-0.001127,0.000593,0.057205807
1424,Female,4,EO3H8,-0.001077,0.000618,0.081531645
1425,Male,4,EO3H8,-0.001086,0.000864,0.208819084
1426,Warm All,4,EO3H8,0.008328,0.001162,8.85E-13
1427,Warm Female,4,EO3H8,0.008183,0.001182,5.06E-12
1428,Warm Male,4,EO3H8,0.007879,0.001324,2.88E-09
1429,Cold All,4,EO3H8,-0.027117,0.002188,1.08E-34
1430,Cold Female,4,EO3H8,-0.026868,0.002225,4.99E-33
1431,Cold Male,4,EO3H8,-0.025137,0.002463,3.45E-24
1432,Age 0-10 All,4,EO3H8,-0.001404,0.001121,0.2105349
1433,Age 0-10 Female,4,EO3H8,-0.001355,0.001571,0.388355066
1434,Age 0-10 Male,4,EO3H8,-0.001438,0.001488,0.333707447
1435,Age 11-60 All,4,EO3H8,-0.000559,0.000680,0.410788824
1436,Age 11-60 Female,4,EO3H8,-0.000817,0.000844,0.333329182
1437,Age 11-60 Male,4,EO3H8,-0.000125,0.001056,0.905983918
1438,Age 60+All,4,EO3H8,-0.004143,0.001651,0.012130043
1439,Age 60+ Female,4,EO3H8,-0.002865,0.001991,0.150149457
1440,Age 60+ Male,4,EO3H8,-0.006748,0.002868,0.01866748
1441,All,5,EO3H8,-0.001491,0.000593,0.011953608
1442,Female,5,EO3H8,-0.001353,0.000620,0.028990103
1443,Male,5,EO3H8,-0.001398,0.000864,0.105516483
1444,Warm All,5,EO3H8,0.008513,0.001164,3.09E-13
1445,Warm Female,5,EO3H8,0.008518,0.001180,6.27E-13
1446,Warm Male,5,EO3H8,0.008240,0.001341,8.79E-10
1447,Cold All,5,EO3H8,-0.028815,0.002234,2.24E-37
1448,Cold Female,5,EO3H8,-0.028747,0.002248,8.91E-37
1449,Cold Male,5,EO3H8,-0.027050,0.002589,3.03E-25
1450,Age 0-10 All,5,EO3H8,-0.001789,0.001122,0.11071519
1451,Age 0-10 Female,5,EO3H8,-0.001081,0.001572,0.491827218
